journal_name,journal_name_norm,issn,eissn,jcr_year,jif,categories,source_files,% of Articles in Citable items,% of Citable OA,2024 JCI,2024 JIF,5 Year JIF,5 Year JIF Quartile,AIS Quartile,AIS Rank,Article Influence Score,Citable Items,Cited Half-Life,Citing Half-Life,Edition,Eigenfactor,Immediacy Index,JCI Percentile,JCI Quartile,JCI Rank,JCR Abbreviation,JIF Percentile,JIF Quartile,JIF Rank,JIF Without Self Cites,Normalized Eigenfactor,Publisher,Total Articles,Total Citations
COMPUTERS IN INDUSTRY,COMPUTERS IN INDUSTRY,0166-3615,1872-6194,2024,9.1,"COMPUTER SCIENCE, INTERDISCIPLINARY APPLICATIONS","COMPUTER SCIENCE, INTERDISCIPLINARY APPLICATIONS_JCR_JournalResults_02_2026.csv",96.26%,34.19%,1.79,9.1,10.4,Q1,Q1,21/172,1.717,107,4.5,4.3,SCIE,0.01,1,91.24,Q1,16/177,COMPUT IND,93.5,Q1,12/177,8.7,2.184,ELSEVIER,103,"10,975"
Droplet,DROPLET,2769-2159,2731-4375,2024,9.1,"PHYSICS, APPLIED","PHYSICS, APPLIED_JCR_JournalResults_02_2026.csv",68.57%,98.78%,1.41,9.1,9.1,Q1,Q1,24/187,1.667,35,1.8,6.7,ESCI,0.001,2.5,89.04,Q1,21/187,DROPLET,88.0,Q1,23/187,8.4,0.138,WILEY,24,519
NANO LETTERS,NANO LETTERS,1530-6984,1530-6992,2024,9.1,"CHEMISTRY, MULTIDISCIPLINARY | CHEMISTRY, PHYSICAL | MATERIALS SCIENCE, MULTIDISCIPLINARY | NANOSCIENCE & NANOTECHNOLOGY | PHYSICS, APPLIED | PHYSICS, CONDENSED MATTER","CHEMISTRY, MULTIDISCIPLINARY_JCR_JournalResults_02_2026.csv;CHEMISTRY, PHYSICAL_JCR_JournalResults_02_2026.csv;MATERIALS SCIENCE, MULTIDISCIPLINARY_JCR_JournalResults_02_2026.csv;NANOSCIENCE & NANOTECHNOLOGY_JCR_JournalResults_02_2026.csv;PHYSICS, APPLIED_JCR_JournalResults_02_2026.csv;PHYSICS, CONDENSED MATTER_JCR_JournalResults_02_2026.csv",98.59%,14.49%,1.56,9.1,9.9,Q1,Q1,10/79 | 18/147 | 18/187 | 24/185 | 26/238 | 43/455,2.358,"2,060",7.4,5.3,SCIE,0.122,1.9,87.30 | 87.41 | 88.44 | 88.59 | 90.63 | 90.64,Q1,18/187 | 19/147 | 24/185 | 28/241 | 54/463 | 8/80,NANO LETT,81.9 | 84.0 | 85.4 | 86.0 | 88.0 | 88.1,Q1,10/80 | 23/187 | 24/147 | 34/185 | 34/239 | 68/461,8.6,27.366,AMER CHEMICAL SOC,"2,031","165,203"
Renewable Energy,RENEWABLE ENERGY,0960-1481,1879-0682,2024,9.1,ENERGY & FUELS | GREEN & SUSTAINABLE SCIENCE & TECHNOLOGY,ENERGY & FUELS_JCR_JournalResults_02_2026.csv;GREEN & SUSTAINABLE SCIENCE & TECHNOLOGY_JCR_JournalResults_02_2026.csv,99.35%,13.91%,1.54,9.1,8.3,Q1,Q1 | Q2,30/99 | 42/173,1.317,"2,167",4.3,4.8,SCIE,0.099,1.9,85.92 | 87.09,Q1,15/103 | 24/182,RENEW ENERG,81.6 | 83.0,Q1,18/103 | 34/182,8.2,22.167,PERGAMON-ELSEVIER SCIENCE LTD,"2,153","121,116"
Small Methods,SMALL METHODS,2366-9608,2366-9608,2024,9.1,"CHEMISTRY, PHYSICAL | MATERIALS SCIENCE, MULTIDISCIPLINARY | NANOSCIENCE & NANOTECHNOLOGY","CHEMISTRY, PHYSICAL_JCR_JournalResults_02_2026.csv;MATERIALS SCIENCE, MULTIDISCIPLINARY_JCR_JournalResults_02_2026.csv;NANOSCIENCE & NANOTECHNOLOGY_JCR_JournalResults_02_2026.csv",88.97%,17.65%,1.12,9.1,10.5,Q1,Q1,22/147 | 30/185 | 58/455,1.996,689,3.3,4.9,SCIE,0.027,1.5,75.17 | 77.03 | 77.86,Q1 | Q2,103/463 | 37/147 | 43/185,SMALL METHODS,81.9 | 84.0 | 85.4,Q1,24/147 | 34/185 | 68/461,9,6.144,WILEY-V C H VERLAG GMBH,613,"21,898"
ACS Measurement Science Au,ACS MEASUREMENT SCIENCE AU,,2694-250X,2024,9.0,"CHEMISTRY, ANALYTICAL","CHEMISTRY, ANALYTICAL_JCR_JournalResults_02_2026.csv",80.33%,98.8%,1.33,9,8.3,Q1,Q1,4/111,1.567,61,1.9,6.9,ESCI,0.002,0.6,89.64,Q1,12/111,ACS MEAS SCI AU,95.9,Q1,5/111,8.9,0.391,AMER CHEMICAL SOC,49,"1,213"
BIORESOURCE TECHNOLOGY,BIORESOURCE TECHNOLOGY,0960-8524,1873-2976,2024,9.0,ENERGY & FUELS,ENERGY & FUELS_JCR_JournalResults_02_2026.csv,96.2%,7.92%,1.67,9,9.5,Q1,Q1,40/173,1.337,"1,472",6.3,4.9,SCIE,0.09,1.6,89.29,Q1,20/182,BIORESOURCE TECHNOL,81.0,Q1,35/182,8.2,20.157,ELSEVIER SCI LTD,"1,416","173,041"
Cleaner Materials,CLEANER MATERIALS,,2772-3976,2024,9.0,"MATERIALS SCIENCE, MULTIDISCIPLINARY","MATERIALS SCIENCE, MULTIDISCIPLINARY_JCR_JournalResults_02_2026.csv",91.78%,98.39%,1.19,9,8.8,Q1,Q1,106/455,1.252,73,2.4,6.1,ESCI,0.002,3.3,80.02,Q1,93/463,CLEAN MATER,84.9,Q1,70/461,8.8,0.462,ELSEVIER,67,"2,087"
JOURNAL OF MEMBRANE SCIENCE,JOURNAL OF MEMBRANE SCIENCE,0376-7388,1873-3123,2024,9.0,"ENGINEERING, CHEMICAL | POLYMER SCIENCE","ENGINEERING, CHEMICAL_JCR_JournalResults_02_2026.csv;POLYMER SCIENCE_JCR_JournalResults_02_2026.csv",99.71%,7.4%,1.67,9,8.8,Q1,Q1,24/174 | 6/93,1.106,"1,023",6.4,5.2,SCIE,0.042,2,94.03 | 96.28,Q1,11/176 | 4/94,J MEMBRANE SCI,91.2 | 95.2,Q1,16/176 | 5/94,7.3,9.492,ELSEVIER,"1,020","94,101"
Microstructures,MICROSTRUCTURES,,2770-2995,2024,9.0,"MATERIALS SCIENCE, MULTIDISCIPLINARY","MATERIALS SCIENCE, MULTIDISCIPLINARY_JCR_JournalResults_02_2026.csv",66.67%,70.4%,1,9,9,Q1,Q1,73/455,1.703,60,1.7,5.3,ESCI,0.001,1.2,75.70,Q1,113/463,MICROSTRUCTURES,84.9,Q1,70/461,8.5,0.214,OAE PUBLISHING INC,40,717
Nano Research,NANO RESEARCH,1998-0124,1998-0000,2024,9.0,"CHEMISTRY, PHYSICAL | MATERIALS SCIENCE, MULTIDISCIPLINARY | NANOSCIENCE & NANOTECHNOLOGY | PHYSICS, APPLIED","CHEMISTRY, PHYSICAL_JCR_JournalResults_02_2026.csv;MATERIALS SCIENCE, MULTIDISCIPLINARY_JCR_JournalResults_02_2026.csv;NANOSCIENCE & NANOTECHNOLOGY_JCR_JournalResults_02_2026.csv;PHYSICS, APPLIED_JCR_JournalResults_02_2026.csv",87.88%,2.49%,1.47,9,8.7,Q1,Q1,29/187 | 31/147 | 39/185 | 81/455,1.563,627,3.1,4.4,SCIE,0.051,2.9,84.69 | 86.22 | 87.58 | 89.57,Q1,20/187 | 23/147 | 26/185 | 58/463,NANO RES,80.8 | 82.0 | 84.9 | 86.9,Q1,25/187 | 27/147 | 36/185 | 70/461,8.6,11.525,TSINGHUA UNIV PRESS,551,"48,690"
PHYSICAL REVIEW LETTERS,PHYSICAL REVIEW LETTERS,0031-9007,1079-7114,2024,9.0,"PHYSICS, MULTIDISCIPLINARY","PHYSICS, MULTIDISCIPLINARY_JCR_JournalResults_02_2026.csv",97.7%,25.83%,2.38,9,9.1,Q1,Q1,8/111,2.885,"2,479",13.7,8.9,SCIE,0.27,2.7,95.18,Q1,6/114,PHYS REV LETT,92.5,Q1,9/114,8.3,60.588,AMER PHYSICAL SOC,"2,422","518,698"
SEPARATION AND PURIFICATION TECHNOLOGY,SEPARATION AND PURIFICATION TECHNOLOGY,1383-5866,1873-3794,2024,9.0,"ENGINEERING, CHEMICAL","ENGINEERING, CHEMICAL_JCR_JournalResults_02_2026.csv",96.51%,5.01%,1.33,9,8.5,Q1,Q1,26/174,1.069,"4,699",3,4.3,SCIE,0.087,2.1,92.33,Q1,14/176,SEP PURIF TECHNOL,91.2,Q1,16/176,7.6,19.549,ELSEVIER,"4,535","121,121"
Soft Science,SOFT SCIENCE,,2769-5441,2024,9.0,"MATERIALS SCIENCE, MULTIDISCIPLINARY","MATERIALS SCIENCE, MULTIDISCIPLINARY_JCR_JournalResults_02_2026.csv",50%,60.38%,0.77,9,8.3,Q1,Q1,90/455,1.441,44,1.7,4.4,ESCI,0.001,2.5,63.61,Q2,169/463,SOFT SCI-US,84.9,Q1,70/461,8.1,0.196,OAE PUBLISHING INC,22,759
CHINESE CHEMICAL LETTERS,CHINESE CHEMICAL LETTERS,1001-8417,1878-5964,2024,8.9,"CHEMISTRY, MULTIDISCIPLINARY","CHEMISTRY, MULTIDISCIPLINARY_JCR_JournalResults_02_2026.csv",98.3%,0.16%,1.6,8.9,7.3,Q1,Q2,60/238,1.063,943,2.6,4.7,SCIE,0.033,4.1,89.42,Q1,26/241,CHINESE CHEM LETT,85.1,Q1,36/239,7.9,7.501,ELSEVIER SCIENCE INC,927,"38,040"
COMPOSITES PART A-APPLIED SCIENCE AND MANUFACTURING,COMPOSITES PART A-APPLIED SCIENCE AND MANUFACTURING,1359-835X,1878-5840,2024,8.9,"ENGINEERING, MANUFACTURING | MATERIALS SCIENCE, COMPOSITES","ENGINEERING, MANUFACTURING_JCR_JournalResults_02_2026.csv;MATERIALS SCIENCE, COMPOSITES_JCR_JournalResults_02_2026.csv",97.64%,18.42%,1.44,8.9,9,Q1,Q1,11/67 | 5/34,1.474,594,6.5,5.6,SCIE,0.026,1.7,87.14 | 88.03,Q1,5/35 | 9/71,COMPOS PART A-APPL S,83.8 | 90.8,Q1,6/34 | 7/71,8.3,5.83,ELSEVIER SCI LTD,580,"45,065"
COMPUTERS AND ELECTRONICS IN AGRICULTURE,COMPUTERS AND ELECTRONICS IN AGRICULTURE,0168-1699,1872-7107,2024,8.9,"COMPUTER SCIENCE, INTERDISCIPLINARY APPLICATIONS","COMPUTER SCIENCE, INTERDISCIPLINARY APPLICATIONS_JCR_JournalResults_02_2026.csv",94.34%,14.75%,2.07,8.9,9.3,Q1,Q1,35/172,1.321,"1,166",4.1,4.9,SCIE,0.037,1.9,94.07,Q1,11/177,COMPUT ELECTRON AGR,92.4,Q1,14/177,7.4,8.269,ELSEVIER SCI LTD,"1,100","48,417"
CRITICAL REVIEWS IN SOLID STATE AND MATERIALS SCIENCES,CRITICAL REVIEWS IN SOLID STATE AND MATERIALS SCIENCES,1040-8436,1547-6561,2024,8.9,"MATERIALS SCIENCE, MULTIDISCIPLINARY | PHYSICS, CONDENSED MATTER","MATERIALS SCIENCE, MULTIDISCIPLINARY_JCR_JournalResults_02_2026.csv;PHYSICS, CONDENSED MATTER_JCR_JournalResults_02_2026.csv",0%,0%,0.5,8.9,11.8,Q1,Q1,14/79 | 67/455,1.827,16,6.5,6.8,SCIE,0.002,1.2,43.74 | 56.88,Q2 | Q3,261/463 | 35/80,CRIT REV SOLID STATE,84.1 | 86.9,Q1,11/80 | 74/461,8.8,0.404,TAYLOR & FRANCIS INC,0,"3,171"
IEEE Internet of Things Journal,IEEE INTERNET OF THINGS JOURNAL,2327-4662,2327-4662,2024,8.9,"COMPUTER SCIENCE, INFORMATION SYSTEMS | ENGINEERING, ELECTRICAL & ELECTRONIC","COMPUTER SCIENCE, INFORMATION SYSTEMS_JCR_JournalResults_02_2026.csv;ENGINEERING, ELECTRICAL & ELECTRONIC_JCR_JournalResults_02_2026.csv",99.8%,3.65%,2.21,8.9,9.6,Q1,Q1,20/249 | 37/359,1.912,"2,984",3.1,4.5,SCIE,0.102,2.1,95.52 | 96.32,Q1,10/258 | 17/368,IEEE INTERNET THINGS,93.9 | 95.9,Q1,11/258 | 23/368,7.5,22.83,IEEE-INST ELECTRICAL ELECTRONICS ENGINEERS INC,"2,978","78,245"
IEEE Transactions on Neural Networks and Learning Systems,IEEE TRANSACTIONS ON NEURAL NETWORKS AND LEARNING SYSTEMS,2162-237X,2162-2388,2024,8.9,"COMPUTER SCIENCE, ARTIFICIAL INTELLIGENCE | COMPUTER SCIENCE, HARDWARE & ARCHITECTURE | COMPUTER SCIENCE, THEORY & METHODS | ENGINEERING, ELECTRICAL & ELECTRONIC","COMPUTER SCIENCE, ARTIFICIAL INTELLIGENCE_JCR_JournalResults_02_2026.csv;COMPUTER SCIENCE, HARDWARE & ARCHITECTURE_JCR_JournalResults_02_2026.csv;COMPUTER SCIENCE, THEORY & METHODS_JCR_JournalResults_02_2026.csv;ENGINEERING, ELECTRICAL & ELECTRONIC_JCR_JournalResults_02_2026.csv",100%,4.17%,2.19,8.9,11.1,Q1,Q1,13/202 | 14/359 | 3/60 | 7/146,3.073,869,3.8,5,SCIE,0.104,2,92.89 | 94.97 | 95.83 | 96.26,Q1,15/204 | 19/368 | 3/60 | 6/147,IEEE T NEUR NET LEAR,89.5 | 93.9 | 94.9 | 95.8,Q1,22/204 | 23/368 | 3/60 | 8/147,8,23.264,IEEE-INST ELECTRICAL ELECTRONICS ENGINEERS INC,869,"72,344"
Environmental Science & Technology Letters,ENVIRONMENTAL SCIENCE AND TECHNOLOGY LETTERS,2328-8930,,2024,8.8,"ENGINEERING, ENVIRONMENTAL","ENGINEERING, ENVIRONMENTAL_JCR_JournalResults_02_2026.csv",90.05%,23.98%,1.32,8.8,9.8,Q1,Q1,4/81,2.479,191,4.6,5.7,SCIE,0.015,1.4,88.55,Q1,10/83,ENVIRON SCI TECH LET,88.6,Q1,10/83,8.5,3.286,AMER CHEMICAL SOC,172,"11,328"
npj 2D Materials and Applications,NPJ 2D MATERIALS AND APPLICATIONS,,2397-7132,2024,8.8,"MATERIALS SCIENCE, MULTIDISCIPLINARY | NANOSCIENCE & NANOTECHNOLOGY | PHYSICS, APPLIED","MATERIALS SCIENCE, MULTIDISCIPLINARY_JCR_JournalResults_02_2026.csv;NANOSCIENCE & NANOTECHNOLOGY_JCR_JournalResults_02_2026.csv;PHYSICS, APPLIED_JCR_JournalResults_02_2026.csv",91.46%,100%,1.4,8.8,10.9,Q1,Q1,14/147 | 17/187 | 38/455,2.503,82,3.9,6.6,SCIE,0.007,1.8,84.01 | 86.50 | 88.50,Q1,22/187 | 24/147 | 63/463,NPJ 2D MATER APPL,81.3 | 83.8 | 86.4,Q1,26/187 | 28/147 | 75/461,8.6,1.535,NATURE PORTFOLIO,75,"4,868"
Topics in Current Chemistry,TOPICS IN CURRENT CHEMISTRY,2365-0869,2364-8961,2024,8.8,"CHEMISTRY, MULTIDISCIPLINARY","CHEMISTRY, MULTIDISCIPLINARY_JCR_JournalResults_02_2026.csv",0%,17.42%,0.62,8.8,8.2,Q1,Q1,47/238,1.368,43,8.4,6.8,SCIE,0.002,1.8,59.96,Q2,97/241,TOPICS CURR CHEM,84.7,Q1,37/239,8.8,0.52,SPRINGER INT PUBL AG,0,"6,518"
Virtual and Physical Prototyping,VIRTUAL AND PHYSICAL PROTOTYPING,1745-2759,1745-2767,2024,8.8,"ENGINEERING, MANUFACTURING | MATERIALS SCIENCE, MULTIDISCIPLINARY","ENGINEERING, MANUFACTURING_JCR_JournalResults_02_2026.csv;MATERIALS SCIENCE, MULTIDISCIPLINARY_JCR_JournalResults_02_2026.csv",92.56%,89.91%,1.66,8.8,9.6,Q1,Q1,82/455 | 9/67,1.561,242,3.7,4.6,SCIE,0.004,2,89.31 | 90.85,Q1,50/463 | 7/71,VIRTUAL PHYS PROTOTY,83.8 | 89.4,Q1,75/461 | 8/71,7.9,0.844,TAYLOR & FRANCIS LTD,224,"4,911"
ACS Materials Letters,ACS MATERIALS LETTERS,,2639-4979,2024,8.7,"MATERIALS SCIENCE, MULTIDISCIPLINARY","MATERIALS SCIENCE, MULTIDISCIPLINARY_JCR_JournalResults_02_2026.csv",89.07%,7.99%,1.51,8.7,9.9,Q1,Q1,60/455,1.975,540,2.7,4.3,SCIE,0.017,2.3,88.01,Q1,56/463,ACS MATER LETT,83.4,Q1,77/461,8.4,3.917,AMER CHEMICAL SOC,481,"12,376"
Applied Surface Science Advances,APPLIED SURFACE SCIENCE ADVANCES,2666-5239,2666-5239,2024,8.7,"CHEMISTRY, PHYSICAL | MATERIALS SCIENCE, COATINGS & FILMS | PHYSICS, APPLIED | PHYSICS, CONDENSED MATTER","CHEMISTRY, PHYSICAL_JCR_JournalResults_02_2026.csv;MATERIALS SCIENCE, COATINGS & FILMS_JCR_JournalResults_02_2026.csv;PHYSICS, APPLIED_JCR_JournalResults_02_2026.csv;PHYSICS, CONDENSED MATTER_JCR_JournalResults_02_2026.csv",98.96%,99.53%,1.13,8.7,9.2,Q1,Q1 | Q2,1/23 | 19/79 | 39/187 | 48/185,1.265,96,2.4,5.8,ESCI,0.005,2.2,77.57 | 80.48 | 84.38 | 85.42,Q1,13/80 | 37/187 | 4/24 | 42/185,APPL SURF SCI ADV,80.3 | 85.6 | 85.8 | 97.9,Q1,1/24 | 12/80 | 27/187 | 37/185,8.5,1.08,ELSEVIER,95,"4,633"
IEEE Transactions on Systems Man Cybernetics-Systems,IEEE TRANSACTIONS ON SYSTEMS MAN CYBERNETICS-SYSTEMS,2168-2216,2168-2232,2024,8.7,"AUTOMATION & CONTROL SYSTEMS | COMPUTER SCIENCE, CYBERNETICS","AUTOMATION & CONTROL SYSTEMS_JCR_JournalResults_02_2026.csv;COMPUTER SCIENCE, CYBERNETICS_JCR_JournalResults_02_2026.csv",100%,2.92%,1.68,8.7,9.1,Q1,Q1,2/32 | 9/87,2.445,667,3.6,4.6,SCIE,0.056,1.5,90.45 | 92.19,Q1,3/32 | 9/89,IEEE T SYST MAN CY-S,92.2 | 93.8,Q1,3/32 | 6/89,7.6,12.443,IEEE-INST ELECTRICAL ELECTRONICS ENGINEERS INC,667,"34,372"
International Journal of Coal Science & Technology,INTERNATIONAL JOURNAL OF COAL SCIENCE AND TECHNOLOGY,2095-8293,2198-7823,2024,8.7,ENERGY & FUELS,ENERGY & FUELS_JCR_JournalResults_02_2026.csv,94.25%,100%,1.66,8.7,6.2,Q2,Q2,60/173,1.05,87,2.8,7.6,SCIE,0.003,2.8,88.74,Q1,21/182,INT J COAL SCI TECHN,80.5,Q1,36/182,8.1,0.759,SPRINGERNATURE,82,"3,221"
JACS Au,JACS AU,,2691-3704,2024,8.7,"CHEMISTRY, MULTIDISCIPLINARY","CHEMISTRY, MULTIDISCIPLINARY_JCR_JournalResults_02_2026.csv",89.73%,100%,1.53,8.7,9.2,Q1,Q1,24/238,2.431,438,2.3,7,ESCI,0.015,1.6,88.17,Q1,29/241,JACS AU,84.3,Q1,38/239,8.5,3.407,AMER CHEMICAL SOC,393,"8,001"
Machine Intelligence Research,MACHINE INTELLIGENCE RESEARCH,2731-538X,2731-5398,2024,8.7,"AUTOMATION & CONTROL SYSTEMS | COMPUTER SCIENCE, ARTIFICIAL INTELLIGENCE","AUTOMATION & CONTROL SYSTEMS_JCR_JournalResults_02_2026.csv;COMPUTER SCIENCE, ARTIFICIAL INTELLIGENCE_JCR_JournalResults_02_2026.csv",81.16%,29.75%,1.88,8.7,8.7,Q1,Q1,12/87 | 21/202,2.424,69,1.7,5.4,ESCI,0.002,1.5,89.46 | 94.94,Q1,22/204 | 5/89,MACH INTELL RES,89.0 | 93.8,Q1,23/204 | 6/89,8.3,0.381,SPRINGERNATURE,56,882
SURFACE SCIENCE REPORTS,SURFACE SCIENCE REPORTS,0167-5729,1879-274X,2024,8.7,"CHEMISTRY, PHYSICAL | PHYSICS, CONDENSED MATTER","CHEMISTRY, PHYSICAL_JCR_JournalResults_02_2026.csv;PHYSICS, CONDENSED MATTER_JCR_JournalResults_02_2026.csv",0%,62.5%,0.48,8.7,11.2,Q1,Q1,22/185 | 9/79,2.463,6,16.6,13.6,SCIE,0.001,3.2,40.81 | 54.38,Q2 | Q3,110/185 | 37/80,SURF SCI REP,80.3 | 85.6,Q1,12/80 | 37/185,8.6,0.126,ELSEVIER,0,"3,756"
EUROPEAN JOURNAL OF INFORMATION SYSTEMS,EUROPEAN JOURNAL OF INFORMATION SYSTEMS,0960-085X,1476-9344,2024,8.6,"COMPUTER SCIENCE, INFORMATION SYSTEMS | INFORMATION SCIENCE & LIBRARY SCIENCE","COMPUTER SCIENCE, INFORMATION SYSTEMS_JCR_JournalResults_02_2026.csv;INFORMATION SCIENCE & LIBRARY SCIENCE_JCR_JournalResults_02_2026.csv",90.91%,21.49%,1.96,8.6,10.7,Q1,Q1,5/159 | 6/249,2.792,33,8.4,8.6,SCIE | SSCI,0.005,1,91.87 | 94.77,Q1,14/166 | 14/258,EUR J INFORM SYST,95.5 | 97.3,Q1,12/258 | 5/166,8.3,1.189,TAYLOR & FRANCIS LTD,30,"6,394"
IEEE TRANSACTIONS ON GEOSCIENCE AND REMOTE SENSING,IEEE TRANSACTIONS ON GEOSCIENCE AND REMOTE SENSING,0196-2892,1558-0644,2024,8.6,"ENGINEERING, ELECTRICAL & ELECTRONIC","ENGINEERING, ELECTRICAL & ELECTRONIC_JCR_JournalResults_02_2026.csv",100%,4.16%,1.93,8.6,8.8,Q1,Q1,45/359,1.65,"2,902",3.8,5.3,SCIE,0.093,1.8,94.70,Q1,20/368,IEEE T GEOSCI REMOTE,93.3,Q1,25/368,5.9,20.776,IEEE-INST ELECTRICAL ELECTRONICS ENGINEERS INC,"2,902","106,816"
Materials Today Energy,MATERIALS TODAY ENERGY,2468-6069,2468-6069,2024,8.6,"CHEMISTRY, PHYSICAL | ENERGY & FUELS | MATERIALS SCIENCE, MULTIDISCIPLINARY","CHEMISTRY, PHYSICAL_JCR_JournalResults_02_2026.csv;ENERGY & FUELS_JCR_JournalResults_02_2026.csv;MATERIALS SCIENCE, MULTIDISCIPLINARY_JCR_JournalResults_02_2026.csv",98.91%,7.39%,1.37,8.6,8.6,Q1,Q1,31/173 | 44/185 | 88/455,1.473,276,3.3,4.3,SCIE,0.014,2.1,83.79 | 84.05 | 85.64,Q1,30/182 | 30/185 | 67/463,MATER TODAY ENERGY,79.2 | 79.9 | 83.2,Q1,37/182 | 39/185 | 78/461,8.3,3.058,ELSEVIER SCI LTD,273,"11,903"
Ukrainian Journal of Physical Optics,UKRAINIAN JOURNAL OF PHYSICAL OPTICS,1609-1833,,2024,8.6,OPTICS,OPTICS_JCR_JournalResults_02_2026.csv,100%,90.48%,3.26,8.6,5.3,Q1,Q2,60/125,0.428,52,1.8,5.9,SCIE,0,4.1,94.00,Q1,8/125,UKR J PHYS OPT,90.8,Q1,12/125,7.8,0.092,INST PHYSICAL OPTICS,52,928
CORROSION SCIENCE,CORROSION SCIENCE,0010-938X,1879-0496,2024,8.5,"MATERIALS SCIENCE, MULTIDISCIPLINARY | METALLURGY & METALLURGICAL ENGINEERING","MATERIALS SCIENCE, MULTIDISCIPLINARY_JCR_JournalResults_02_2026.csv;METALLURGY & METALLURGICAL ENGINEERING_JCR_JournalResults_02_2026.csv",99.72%,11.2%,1.69,8.5,8.8,Q1,Q1,6/94 | 99/455,1.341,715,7.2,7.3,SCIE,0.037,2.1,90.17 | 95.36,Q1,46/463 | 5/97,CORROS SCI,83.0 | 94.3,Q1,6/97 | 79/461,7.3,8.248,PERGAMON-ELSEVIER SCIENCE LTD,713,"72,888"
International Journal of Artificial Intelligence in Education,INTERNATIONAL JOURNAL OF ARTIFICIAL INTELLIGENCE IN EDUCATION,1560-4292,1560-4306,2024,8.5,"COMPUTER SCIENCE, INTERDISCIPLINARY APPLICATIONS","COMPUTER SCIENCE, INTERDISCIPLINARY APPLICATIONS_JCR_JournalResults_02_2026.csv",98.33%,50%,1.2,8.5,8.8,Q1,Q1,25/172,1.531,60,4.4,5.4,ESCI,0.002,1.3,74.86,Q2,45/177,INT J ARTIF INTELL E,91.8,Q1,15/177,8,0.495,SPRINGER,59,"2,782"
International Journal of Biological Macromolecules,INTERNATIONAL JOURNAL OF BIOLOGICAL MACROMOLECULES,0141-8130,1879-0003,2024,8.5,"CHEMISTRY, APPLIED | POLYMER SCIENCE","CHEMISTRY, APPLIED_JCR_JournalResults_02_2026.csv;POLYMER SCIENCE_JCR_JournalResults_02_2026.csv",91.53%,4.95%,1.52,8.5,8.7,Q1,Q1,10/76 | 7/93,1.011,"9,258",3.7,5,SCIE,0.143,1.8,92.86 | 95.21,Q1,5/94 | 6/77,INT J BIOL MACROMOL,90.1 | 94.1,Q1,6/94 | 8/76,6.7,31.931,ELSEVIER,"8,474","216,819"
Optica,OPTICA,2334-2536,2334-2536,2024,8.5,OPTICS,OPTICS_JCR_JournalResults_02_2026.csv,98.6%,100%,2.43,8.5,10.1,Q1,Q1,7/125,3.053,214,5.5,6.9,SCIE,0.027,1.6,92.40,Q1,10/125,OPTICA,90.0,Q1,13/125,8.2,5.995,Optica Publishing Group,211,"20,845"
Swarm and Evolutionary Computation,SWARM AND EVOLUTIONARY COMPUTATION,2210-6502,2210-6510,2024,8.5,"COMPUTER SCIENCE, ARTIFICIAL INTELLIGENCE | COMPUTER SCIENCE, THEORY & METHODS","COMPUTER SCIENCE, ARTIFICIAL INTELLIGENCE_JCR_JournalResults_02_2026.csv;COMPUTER SCIENCE, THEORY & METHODS_JCR_JournalResults_02_2026.csv",98.69%,6.03%,1.97,8.5,8.8,Q1,Q1,15/146 | 36/202,1.664,306,4.3,5,SCIE,0.01,1.7,90.93 | 95.58,Q1,19/204 | 7/147,SWARM EVOL COMPUT,88.5 | 94.2,Q1,24/204 | 9/147,7,2.323,ELSEVIER,302,"10,171"
TRANSACTIONS OF TIANJIN UNIVERSITY,TRANSACTIONS OF TIANJIN UNIVERSITY,1006-4982,1995-8196,2024,8.5,"ENERGY & FUELS | MATERIALS SCIENCE, MULTIDISCIPLINARY","ENERGY & FUELS_JCR_JournalResults_02_2026.csv;MATERIALS SCIENCE, MULTIDISCIPLINARY_JCR_JournalResults_02_2026.csv",76.74%,52.5%,0.87,8.5,,,,,,43,3.2,4.7,ESCI,0.002,1.9,59.62 | 69.44,Q2,142/463 | 74/182,T TIANJIN U,79.4 | 83.0,Q1,38/182 | 79/461,8.2,0.379,SPRINGERNATURE,33,"1,594"
VIEW,VIEW,2688-3988,2688-268X,2024,8.5,"MATERIALS SCIENCE, BIOMATERIALS | NANOSCIENCE & NANOTECHNOLOGY","MATERIALS SCIENCE, BIOMATERIALS_JCR_JournalResults_02_2026.csv;NANOSCIENCE & NANOTECHNOLOGY_JCR_JournalResults_02_2026.csv",67.5%,97.9%,0.74,8.5,9.2,Q1,Q1,10/54 | 30/147,1.577,40,3.1,5.7,ESCI,0.003,1.4,57.27 | 58.16,Q2,24/55 | 62/147,VIEW-CHINA,80.6 | 82.7,Q1,10/55 | 29/147,8.4,0.594,WILEY,27,"2,026"
ACTA PHARMACOLOGICA SINICA,ACTA PHARMACOLOGICA SINICA,1671-4083,1745-7254,2024,8.4,"CHEMISTRY, MULTIDISCIPLINARY","CHEMISTRY, MULTIDISCIPLINARY_JCR_JournalResults_02_2026.csv",86.36%,8.3%,1.49,8.4,8.6,Q1,Q1,36/238,1.776,220,5.7,6.3,SCIE,0.015,1.6,87.76,Q1,30/241,ACTA PHARMACOL SIN,83.9,Q1,39/239,8.2,3.274,NATURE PUBL GROUP,190,"18,180"
